area	height	readout	fwhm
0.332	9.339	14	31
0.444	14.808	16	20
0.319	9.602	17	21
0.993	15.574	18	30
1.523	34.947	13	25
1.262	18.648	14	45
2.203	37.457	14	33
1.500	40.677	15	27
0.710	31.294	18	22
1.248	35.734	15	23
0.113	6.789	16	15
0.149	7.681	15	16
0.347	12.956	18	21
1.200	17.646	18	39
0.681	8.659	18	81
1.114	20.697	16	37
1.412	31.236	11	22
1.312	16.635	13	46
0.077	6.840	18	9
0.104	7.252	14	13
1.371	24.443	14	33
1.105	22.147	14	37
0.811	17.100	13	43
1.114	35.602	11	26
0.851	20.972	15	40
1.271	13.863	15	45
1.163	19.998	11	29
0.123	6.890	17	17
1.493	46.888	18	25
0.091	7.599	14	10
1.194	15.676	15	52
0.156	8.116	11	16
1.055	26.033	18	24
1.476	38.222	18	27
1.684	35.102	16	25
0.999	18.462	14	54
1.450	27.212	16	25
1.284	9.388	11	70
1.187	21.054	16	27
0.896	18.013	16	48
1.068	22.662	16	28
1.052	35.554	17	27
1.262	38.238	16	30
1.255	22.272	17	22
0.096	6.744	12	13
0.814	14.668	18	27
0.938	37.924	12	23
0.862	26.425	13	28
0.107	6.437	18	14
0.484	13.580	13	30
0.682	20.043	13	23
1.346	25.341	12	24
0.122	7.023	17	15
0.120	7.594	15	14
0.095	7.523	11	10
0.122	7.718	18	15
1.268	28.478	15	32
1.116	16.568	17	30
1.218	30.517	13	37
1.314	21.090	15	38
1.135	21.929	13	26
0.705	21.031	11	30
0.553	18.093	17	25
0.117	6.723	16	17
1.213	15.542	12	52
0.108	6.472	18	12
0.550	10.458	11	58
0.671	15.824	15	34
1.163	42.136	11	26
0.587	21.038	16	25
0.860	20.377	14	35
0.364	7.894	15	56
0.102	6.565	18	11
1.276	23.014	13	24
2.222	19.387	14	28
0.106	7.031	12	13
1.370	22.444	16	63
1.456	21.800	14	30
1.277	20.977	17	29
0.129	8.968	11	13
0.150	6.954	15	14
0.784	22.505	15	30
0.826	25.028	18	28
1.304	30.858	15	28
0.970	35.668	15	25
0.555	11.617	14	52
0.874	19.978	16	32
0.100	6.644	12	13
0.138	7.443	16	17
0.125	7.718	14	13
1.213	21.194	16	22
1.349	53.257	13	23
1.416	46.180	17	23
1.309	30.647	11	23
1.093	18.696	13	39
1.290	30.130	15	42
1.168	49.175	13	22
1.089	36.716	17	26
1.066	33.661	17	28
1.417	29.244	13	23
1.441	21.134	16	53
1.016	26.783	13	31
0.740	20.965	14	31
1.353	37.760	12	35
0.912	26.292	13	32
1.512	38.224	12	44
1.229	17.773	14	38
0.889	22.930	13	45
1.346	33.722	11	40
1.221	26.847	12	34
0.129	6.912	16	17
0.903	17.019	12	54
1.706	41.602	11	42
0.151	9.757	13	13
0.830	20.414	15	21
0.322	6.868	17	53
1.289	16.211	13	32
1.382	12.529	12	77
1.678	36.070	11	43
1.195	25.614	18	42
0.644	21.323	16	27
0.560	20.691	18	25
0.129	7.126	15	18
1.319	27.231	14	35
0.253	9.162	11	26
0.910	25.168	15	23
1.107	29.633	17	25
0.469	16.779	18	26
0.134	8.311	11	14
0.137	8.038	16	16
1.281	39.005	12	26
0.112	8.183	11	12
0.918	17.921	16	23
1.262	49.850	14	24
0.093	7.051	16	12
0.745	12.949	14	35
1.401	31.589	14	25
1.320	33.555	17	23
1.067	38.805	11	24
0.207	7.833	17	24
0.194	6.191	18	49
0.092	7.126	12	12
1.201	31.529	17	22
0.297	12.299	13	21
0.359	11.852	13	26
1.227	34.630	13	30
1.516	38.279	16	49
0.102	6.922	18	13
0.098	7.537	13	11
0.881	37.812	17	22
1.099	31.316	15	30
0.954	25.978	14	30
1.365	22.230	16	30
0.130	9.254	11	12
1.337	37.655	18	28
1.350	47.406	13	24
1.391	33.856	14	39
1.161	21.706	11	33
1.278	13.380	15	41
1.407	22.180	17	29
0.801	24.903	14	25
0.981	42.221	11	22
0.189	7.209	15	20
0.125	8.346	14	14
1.391	23.282	12	34
0.616	18.687	12	23
1.409	26.743	16	28
0.313	9.033	11	48
0.872	15.832	15	27
1.109	16.536	18	41
0.895	33.860	14	24
0.094	6.895	18	12
0.146	8.294	13	16
1.084	18.480	14	23
1.163	30.405	13	26
1.393	35.162	12	28
0.810	26.124	12	29
1.833	81.020	12	21
0.126	8.023	13	14
1.455	25.025	16	28
0.138	7.645	14	16
0.118	8.229	13	13
0.160	8.819	14	17
1.334	26.325	18	29
0.194	7.444	14	23
1.300	27.255	17	27
1.353	44.654	18	24
0.470	14.120	12	30
0.102	6.920	15	13
1.209	22.459	12	23
1.300	52.519	12	23
0.858	23.309	18	33
1.321	18.059	14	40
1.031	19.978	17	24
0.107	7.372	12	13
1.254	24.819	14	29
0.725	25.214	16	27
0.938	28.825	16	30
1.409	26.243	18	26
1.297	20.788	13	30
0.981	26.131	11	23
1.204	29.329	13	27
1.207	22.517	18	36
1.046	20.946	15	49
0.994	26.863	12	30
1.114	20.023	12	18
0.754	20.317	14	35
1.375	28.782	16	20
1.272	13.737	15	62
1.286	23.690	11	27
1.356	25.680	16	36
1.200	27.264	16	29
0.102	7.132	12	12
0.131	8.086	13	14
1.172	19.836	17	31
0.257	11.282	12	18
1.159	32.947	13	32
1.143	38.989	17	27
1.204	42.714	18	25
1.551	22.402	13	32
0.525	13.628	15	34
0.134	8.951	11	13
1.630	14.873	13	50
0.710	13.586	16	45
1.165	17.601	17	26
1.304	37.879	14	31
1.367	26.037	13	33
0.755	17.797	17	37
1.542	53.226	11	26
0.105	7.252	17	13
0.998	35.840	18	24
1.333	27.777	11	39
0.134	7.781	12	16
0.160	8.135	16	16
1.078	39.381	18	23
1.047	17.604	11	32
1.464	35.786	13	40
1.497	24.242	15	26
1.294	33.994	17	26
1.043	38.409	16	24
1.374	47.261	15	26
1.287	26.895	13	38
0.161	9.654	11	14
0.436	13.163	14	31
0.763	17.211	15	44
1.478	32.979	12	25
1.599	27.603	13	43
1.342	33.624	15	24
1.264	30.235	18	24
0.106	7.518	15	12
0.123	7.731	13	14
1.110	38.031	14	27
0.126	9.109	11	13
1.068	30.797	12	23
0.133	8.022	16	15
1.194	32.190	13	34
1.292	24.642	12	28
0.652	18.768	12	26
0.870	15.514	16	30
0.147	6.582	15	14
0.122	7.129	16	14
0.121	7.857	11	14
1.106	28.762	13	22
0.127	6.782	14	18
1.244	19.279	13	41
1.458	50.157	13	23
1.012	27.636	17	23
1.514	39.726	16	31
0.804	17.313	18	41
0.131	10.210	11	11
1.035	19.805	18	26
1.261	27.761	11	27
0.074	6.432	15	10
1.185	23.917	12	60
1.518	29.451	14	24
1.683	31.682	16	27
0.133	8.651	12	14
0.118	7.815	17	13
1.443	34.707	14	31
1.031	20.286	15	25
1.189	26.472	17	28
0.109	7.820	17	11
1.330	33.600	12	28
1.335	43.418	18	24
1.067	16.716	14	39
0.123	9.052	13	11
1.041	14.504	11	24
0.495	11.037	17	36
0.134	8.931	16	13
0.180	10.313	15	16
1.062	19.753	18	29
1.524	41.192	16	25
1.147	24.969	12	45
1.339	27.186	16	29
1.205	45.930	16	23
1.039	14.597	12	35
1.487	19.124	11	61
0.590	12.607	18	65
0.095	6.657	16	13
1.283	25.214	13	53
1.341	42.468	17	28
0.741	16.243	17	23
0.124	8.502	13	13
1.288	22.783	15	21
0.701	26.643	15	24
0.104	7.003	15	14
1.370	26.184	13	42
0.106	6.100	18	16
0.667	19.373	14	31
1.512	39.633	11	33
1.405	33.152	16	27
1.121	23.067	12	26
1.145	26.611	14	43
1.339	37.115	14	27
1.144	37.555	13	27
0.883	28.220	18	28
0.120	8.119	13	12
0.122	7.563	18	13
1.418	42.655	14	26
0.797	27.945	14	24
1.407	27.698	12	41
0.654	13.893	11	44
0.127	6.712	14	17
0.092	6.628	14	12
1.108	28.170	17	23
1.106	30.327	14	28
0.588	17.725	16	26
1.491	25.110	11	68
0.941	18.536	12	54
1.109	18.090	17	32
0.148	7.861	16	18
1.410	42.246	12	24
0.112	8.341	13	12
1.153	25.223	18	51
0.628	17.283	16	31
1.533	51.830	16	23
0.888	31.324	12	25
1.105	18.886	11	48
0.105	6.680	12	14
2.364	30.582	14	33
0.740	30.714	13	22
1.398	21.293	17	43
1.409	58.799	11	22
0.673	16.427	15	32
0.226	11.023	13	18
0.091	6.478	15	12
1.639	32.722	12	25
1.331	17.829	18	26
0.739	9.735	17	50
1.206	23.113	11	23
1.134	19.642	12	32
1.471	31.162	13	28
1.400	34.725	14	40
0.253	10.699	15	23
0.694	26.376	18	24
0.746	23.489	14	25
0.094	6.518	15	13
1.118	33.707	13	30
0.531	9.106	17	21
0.380	15.666	11	22
1.137	29.982	14	32
1.328	18.819	16	36
0.120	6.588	17	17
1.840	51.492	14	23
0.897	18.223	11	41
0.120	6.956	18	16
1.233	19.800	12	67
1.267	25.651	18	29
0.263	9.618	11	15
0.514	13.854	11	26
1.151	38.439	14	27
1.092	29.184	18	34
1.238	32.256	11	26
1.325	12.481	16	54
1.223	29.369	15	24
0.137	6.038	18	19
0.849	20.325	12	40
0.115	7.992	14	13
0.110	7.180	16	14
0.958	41.066	17	22
0.488	19.513	13	24
1.332	34.219	12	27
0.971	25.014	15	31
1.351	32.663	13	24
1.052	18.481	16	30
1.047	27.894	18	32
1.007	20.125	14	23
0.120	8.043	14	12
1.466	18.729	11	35
1.308	24.726	11	29
1.051	13.594	12	99
0.762	25.160	18	22
0.106	7.854	12	11
0.181	8.097	16	14
0.146	7.705	16	15
0.169	8.166	12	20
0.146	7.418	18	17
1.235	24.752	16	29
0.679	19.104	14	36
0.398	13.235	16	27
0.859	10.557	15	74
1.266	13.254	12	63
0.116	8.774	13	11
1.078	28.842	13	24
1.076	27.917	18	24
0.736	20.552	17	28
0.492	12.899	16	36
1.205	25.766	15	27
1.337	30.898	13	24
0.121	7.980	11	14
1.369	44.630	16	29
1.038	36.304	17	27
0.089	6.740	12	11
0.106	6.481	17	15
1.365	22.332	14	32
0.110	6.444	17	14
0.103	6.717	16	14
1.034	25.637	11	26
0.153	7.523	16	20
1.474	28.875	17	24
0.098	5.980	18	15
1.001	34.806	11	27
1.088	22.329	17	23
1.276	52.699	16	22
1.075	29.573	15	23
0.900	12.935	17	70
1.217	13.800	13	42
1.070	30.051	12	30
1.627	60.558	17	22
0.883	38.605	17	21
1.207	40.419	14	27
0.969	36.339	16	23
1.397	47.816	15	25
1.192	43.056	13	26
0.106	6.800	18	14
0.193	9.104	13	20
1.686	62.849	11	22
0.219	8.027	16	15
0.698	15.898	15	38
0.715	19.583	14	29
0.090	5.900	18	13
1.393	38.484	17	26
0.102	7.587	12	11
1.409	28.812	11	30
0.101	7.272	12	13
1.395	43.634	11	26
1.165	18.886	15	43
0.119	7.287	16	15
0.164	9.653	13	16
1.187	30.255	17	39
0.393	10.610	17	45
0.098	6.488	18	13
1.068	27.211	14	33
0.575	22.643	14	23
0.650	24.367	18	24
0.523	14.161	11	36
1.173	27.122	18	23
1.097	37.008	12	26
0.740	15.585	17	60
0.770	14.363	12	27
1.090	16.323	15	36
1.167	26.265	18	26
1.253	28.659	11	20
1.268	22.863	15	34
1.074	23.456	18	21
0.123	6.756	18	17
1.157	27.720	18	25
1.310	20.653	15	32
1.047	17.925	12	37
1.122	21.039	17	60
0.104	7.516	14	12
0.141	7.495	14	16
1.452	54.490	11	24
1.141	21.099	17	64
1.175	25.002	16	26
0.956	13.214	17	38
0.117	6.839	12	16
0.117	7.868	14	12
1.391	31.699	16	24
0.130	7.149	12	18
1.429	41.254	13	32
0.659	21.359	14	28
0.882	32.969	16	25
0.178	8.329	15	18
0.859	9.324	13	53
0.186	7.080	18	19
0.193	6.883	18	19
0.315	14.205	16	21
1.302	22.408	14	32
0.171	7.222	12	25
1.677	41.736	14	22
0.848	15.814	11	48
0.073	5.859	18	10
0.230	8.513	13	41
0.936	19.276	12	24
1.221	46.644	11	24
0.102	6.849	17	12
1.274	15.023	18	22
0.259	7.759	16	32
0.926	23.186	12	33
1.124	34.643	12	26
1.209	16.094	16	69
1.093	15.825	12	34
1.003	20.157	11	45
1.219	21.370	11	37
0.569	19.009	16	29
1.325	42.119	13	28
1.188	27.503	18	35
0.163	8.332	18	19
0.987	29.512	13	29
1.410	30.937	16	57
1.357	22.935	15	26
1.313	36.901	11	32
1.405	18.944	11	50
1.489	49.089	17	23
1.467	35.541	13	21
0.088	7.444	17	10
0.145	8.156	11	15
0.974	19.999	14	47
0.150	6.821	16	21
1.337	20.622	16	45
1.050	21.987	18	54
0.109	6.826	17	12
1.122	22.969	11	26
0.427	12.026	16	19
0.889	35.837	11	22
1.336	29.507	18	25
0.913	20.426	14	38
1.043	20.637	16	31
1.280	51.031	18	24
1.235	10.345	15	76
1.142	26.724	13	21
1.257	39.387	18	26
1.451	42.504	14	23
0.882	20.542	12	38
1.183	22.685	15	65
0.858	22.063	16	24
0.690	19.489	12	32
0.144	8.142	12	16
0.083	6.136	18	12
1.310	27.526	16	27
1.195	25.553	11	36
1.353	23.724	12	33
0.097	6.388	15	13
1.125	35.235	14	28
0.824	14.666	15	64
1.295	54.244	14	22
1.622	25.316	16	31
1.153	20.497	14	53
0.194	8.432	14	18
1.418	22.704	15	23
0.116	7.338	17	14
1.302	39.209	18	21
1.220	28.864	16	28
0.313	9.942	15	41
0.104	7.325	18	13
0.110	7.536	12	13
1.323	27.619	18	23
0.320	7.783	17	47
1.312	30.327	18	30
0.567	23.443	18	22
1.982	75.980	15	21
1.257	27.342	14	27
0.292	10.665	18	23
1.306	49.250	11	25
1.349	56.007	16	22
1.145	45.041	18	23
1.344	49.738	16	24
1.051	17.330	18	34
0.719	17.053	12	47
1.366	26.376	14	27
0.776	17.943	18	37
1.282	18.364	17	26
1.312	35.659	17	26
1.422	51.339	15	23
1.102	27.734	15	33
0.424	16.083	16	24
0.079	6.360	17	11
1.204	21.324	15	46
0.858	15.967	18	55
1.394	26.479	16	28
0.944	31.327	13	27
0.108	7.180	12	13
0.953	29.154	14	28
0.174	7.775	17	22
0.848	16.270	17	28
0.099	7.081	15	13
1.092	41.130	12	25
0.662	24.227	11	23
1.130	48.668	17	21
1.123	22.477	18	24
1.307	29.149	13	35
1.050	29.092	18	25
1.116	21.345	16	33
0.091	6.422	18	13
0.099	6.538	18	13
0.501	10.233	17	20
0.995	25.619	15	34
0.697	16.661	14	37
1.235	26.830	12	26
1.081	21.920	15	47
1.105	24.274	15	44
1.111	33.573	11	27
1.486	33.175	18	22
0.891	27.528	12	28
0.444	14.932	17	26
0.657	19.252	12	29
1.316	39.518	13	31
1.205	36.968	15	29
0.598	15.632	11	31
0.552	8.474	11	19
0.517	17.422	15	29
0.354	9.535	12	31
0.108	6.797	12	15
0.191	9.003	11	20
1.354	30.144	13	25
1.058	43.700	18	22
0.144	8.159	14	17
0.791	33.659	13	22
1.118	28.474	11	39
1.209	24.261	16	28
1.517	50.372	11	27
1.529	57.191	11	23
0.910	13.718	15	34
1.196	38.035	14	24
0.144	9.673	13	13
0.139	6.734	15	19
0.110	6.574	17	11
0.947	35.979	18	23
1.414	28.193	14	24
1.173	25.980	11	32
0.193	6.592	17	44
0.122	7.898	17	14
0.169	9.163	11	17
1.132	24.742	14	24
0.963	31.123	11	26
0.718	19.991	18	31
1.001	21.713	17	48
1.225	39.104	12	22
1.315	17.142	18	33
0.112	7.012	15	14
1.086	27.348	14	39
0.155	8.724	13	17
1.453	56.929	16	23
1.468	26.714	14	27
1.342	29.745	13	53
1.256	41.471	11	23
0.979	17.808	11	24
1.110	37.357	14	23
0.110	7.429	13	13
0.157	7.662	12	19
1.232	23.173	18	24
0.104	7.346	13	12
1.093	15.940	17	25
1.352	25.468	11	57
1.163	14.617	11	59
0.110	7.048	12	14
1.516	35.686	15	24
0.128	8.063	16	12
1.458	40.981	11	22
1.437	54.561	17	23
0.995	23.244	14	29
0.633	19.046	16	25
0.389	13.017	17	25
0.143	7.408	17	14
0.531	13.380	16	37
1.115	35.076	12	29
0.446	10.211	11	47
0.832	19.290	13	30
1.181	34.876	13	32
1.129	31.792	17	23
1.306	47.441	11	24
0.132	8.179	15	15
1.117	17.004	14	48
0.111	6.741	12	15
0.244	7.808	13	14
0.105	7.326	15	12
0.158	8.331	11	13
1.301	29.099	11	22
0.158	7.808	13	19
0.517	16.996	17	25
0.100	7.722	11	11
1.188	37.324	14	25
0.083	5.760	18	13
0.121	6.874	15	16
0.793	15.924	12	41
1.338	22.596	15	25
0.145	9.876	11	12
0.102	6.931	17	12
0.099	6.357	18	14
0.109	7.897	17	12
1.191	34.461	11	28
1.281	33.568	16	26
1.531	41.676	16	28
1.122	29.852	15	36
0.903	20.063	14	45
1.263	15.572	15	58
0.115	7.601	17	14
1.255	25.061	16	28
1.189	26.925	12	46
1.262	30.572	11	24
1.457	34.976	18	35
1.251	16.053	16	35
0.096	6.735	18	13
1.006	38.901	11	24
0.598	19.267	15	26
0.942	15.973	16	28
1.252	48.291	16	24
1.177	18.079	14	65
0.168	8.463	13	15
1.223	42.314	18	26
1.050	41.672	17	23
0.093	7.143	14	12
0.893	23.367	11	21
0.560	21.733	13	23
0.107	6.717	17	14
0.943	25.124	14	31
0.944	24.081	14	38
1.143	34.008	13	30
0.207	8.287	14	21
1.399	19.077	12	38
0.144	9.178	16	14
1.459	35.712	16	23
0.786	22.319	14	35
1.007	26.060	13	36
1.410	33.026	13	41
0.110	8.172	11	12
1.204	18.495	17	47
1.001	16.534	14	59
0.984	26.534	14	23
1.040	36.841	16	26
0.919	16.564	17	63
0.956	36.924	17	23
1.001	34.707	15	26
1.038	28.651	12	33
0.732	23.101	16	27
1.160	36.885	13	22
0.150	8.612	16	16
1.043	31.083	11	26
1.238	42.995	16	22
0.652	16.817	16	26
0.456	9.014	17	21
0.641	18.159	13	32
0.568	14.673	14	42
0.622	12.544	12	22
0.094	6.184	18	14
0.132	9.004	11	13
1.270	19.775	15	34
0.544	20.913	17	24
0.102	7.188	15	12
0.134	6.958	17	19
0.414	14.820	18	25
0.803	26.817	15	27
1.169	25.855	18	33
1.175	24.382	11	24
1.276	44.616	12	21
1.129	25.589	14	35
1.069	36.103	14	24
1.025	23.408	13	81
0.105	7.166	15	13
1.385	18.353	13	30
1.429	25.303	18	38
1.360	28.034	12	22
0.925	18.203	14	48
0.127	6.672	16	18
1.054	26.580	13	23
0.440	9.754	17	49
1.265	32.597	13	25
0.103	6.973	12	13
1.465	29.261	15	23
0.743	19.105	15	37
0.109	6.474	17	15
1.551	30.572	12	26
0.131	8.643	11	14
1.122	18.191	13	30
1.120	25.677	12	44
1.073	26.003	11	35
1.047	33.851	13	27
1.201	28.631	15	49
1.157	29.233	11	26
0.968	25.504	18	35
0.864	14.367	12	28
1.149	14.819	12	26
1.042	40.373	16	24
1.081	39.240	17	25
1.347	19.419	16	56
0.848	21.154	12	34
1.142	14.464	17	26
1.203	27.713	14	24
1.286	40.061	13	26
1.285	46.702	13	25
0.892	23.299	13	39
1.808	76.586	16	22
0.956	16.991	16	24
1.104	40.334	18	25
0.107	6.294	15	16
1.356	23.240	13	54
0.820	17.505	14	45
0.078	5.947	15	11
0.073	6.029	18	10
1.246	19.866	13	19
1.477	64.496	14	22
0.913	23.585	17	31
1.652	55.807	18	24
1.329	28.152	11	25
0.644	9.866	18	70
1.050	34.049	13	29
0.135	8.327	16	15
0.919	16.087	13	35
1.257	37.478	17	25
1.272	21.728	11	25
1.104	20.532	14	41
1.241	27.346	15	24
0.096	6.885	15	12
0.122	8.026	14	14
1.109	40.495	12	25
1.043	24.526	11	35
1.136	21.721	12	30
1.193	26.657	18	50
1.224	43.102	17	27
1.087	30.357	18	31
0.508	8.222	17	53
0.752	10.480	18	87
0.935	15.097	18	28
1.247	19.005	18	36
1.516	36.716	16	26
1.326	41.747	12	27
0.125	8.295	11	12
1.397	38.416	11	29
1.042	16.074	17	67
1.139	27.792	11	40
1.229	34.859	11	21
0.551	14.367	15	35
1.460	47.104	17	24
0.697	27.800	18	23
1.059	11.178	14	66
1.180	19.766	11	30
0.111	6.516	18	16
0.463	15.546	12	25
0.506	15.809	16	29
0.732	9.841	17	27
1.365	19.653	13	38
1.332	38.948	16	23
0.133	6.910	15	16
1.009	28.628	13	33
1.171	24.735	14	22
1.134	17.177	16	29
0.136	7.537	18	12
0.118	8.678	11	12
0.980	14.460	15	36
0.081	6.494	17	11
1.293	29.064	12	30
1.211	12.286	14	42
0.119	6.728	18	17
1.692	23.398	15	64
1.230	34.131	17	34
1.319	38.478	16	32
1.251	24.002	14	24
0.128	9.101	11	12
1.100	28.248	15	27
1.544	50.542	17	23
1.263	32.098	15	26
0.109	8.597	13	11
0.111	6.911	16	13
1.278	40.261	17	26
0.122	7.608	13	14
1.068	21.299	16	24
0.097	7.209	14	12
1.382	55.155	11	23
0.116	7.991	13	13
0.777	15.512	12	55
1.162	21.534	14	32
0.385	9.289	11	54
1.066	47.163	13	21
1.173	43.194	13	25
0.496	11.356	17	27
1.496	35.868	11	30
0.122	6.841	17	16
0.135	8.550	13	14
0.094	6.827	17	11
1.264	21.721	16	27
1.346	29.659	16	24
1.272	38.596	17	23
0.923	16.079	17	47
1.109	32.317	17	28
1.009	29.596	15	30
1.076	19.712	13	36
0.132	8.445	13	14
1.267	30.456	12	24
1.269	42.440	13	27
0.822	24.300	18	29
0.922	26.577	15	30
0.162	10.111	11	15
0.683	27.017	13	23
1.322	31.106	11	51
1.442	19.237	18	32
1.621	30.912	11	23
1.194	9.101	15	29
0.526	13.252	12	32
0.935	23.373	17	29
1.222	21.006	14	27
0.122	7.026	12	16
1.061	29.457	16	23
1.232	34.829	15	32
1.153	27.023	12	41
1.343	30.089	14	26
1.085	25.340	13	36
0.934	19.583	15	51
1.493	43.559	11	33
0.534	11.066	15	22
1.136	18.475	11	24
0.160	9.232	13	15
1.333	24.638	15	48
0.159	7.511	18	18
0.325	13.375	14	23
2.032	19.958	16	39
1.405	30.716	11	46
1.306	25.378	15	25
0.140	8.582	16	15
1.508	26.247	13	23
0.940	32.482	12	25
1.126	24.667	15	46
1.423	40.461	12	30
1.186	32.118	16	23
1.312	26.497	12	22
1.187	9.203	14	42
0.107	6.815	17	14
0.091	6.435	18	12
1.202	29.814	12	22
0.777	15.423	12	21
0.100	7.408	17	12
0.747	15.949	15	45
1.397	42.840	17	28
1.328	27.068	13	25
0.103	7.352	17	12
0.386	14.460	17	20
0.702	16.198	17	22
1.187	28.020	13	41
1.724	31.573	14	27
1.392	48.351	16	23
0.628	22.357	15	24
0.672	15.237	16	23
1.432	38.944	11	34
1.195	17.672	18	34
1.419	32.932	16	27
1.309	36.620	11	29
0.109	7.014	15	14
1.465	35.879	16	23
1.026	29.750	17	20
1.131	29.257	12	37
0.884	24.518	16	28
0.719	24.836	17	26
0.947	26.836	17	30
0.185	8.490	17	20
1.396	35.687	14	27
0.452	16.272	16	24
1.312	53.238	17	23
1.496	45.017	16	27
1.054	43.310	12	23
1.248	17.922	14	35
1.112	25.953	12	26
0.900	19.403	18	50
1.368	23.079	17	31
1.358	37.088	15	33
0.074	6.619	12	9
1.728	47.619	11	31
1.781	42.551	11	31
0.158	7.309	15	21
0.108	7.117	18	14
0.090	6.596	16	12
0.440	15.227	18	25
0.587	23.354	18	24
0.658	13.945	17	43
1.613	59.899	11	23
0.146	8.393	17	16
0.880	22.640	11	24
0.293	7.060	17	21
0.885	19.234	15	24
1.649	37.229	16	26
0.112	7.039	18	14
1.341	24.159	14	28
1.042	15.982	15	34
0.211	10.271	14	19
1.302	25.929	14	52
1.153	33.380	16	32
1.279	34.412	12	24
1.057	18.838	13	42
1.058	27.759	18	21
1.674	37.521	18	59
1.327	35.448	13	32
1.240	26.900	17	47
1.513	24.122	14	33
1.418	45.317	17	24
1.120	43.413	14	21
1.345	29.252	13	45
1.262	18.193	16	29
0.613	17.767	14	30
0.668	18.751	14	33
1.222	31.277	17	23
1.681	42.210	15	32
0.432	15.271	12	22
1.172	32.152	18	28
1.129	20.034	13	23
1.109	22.722	14	49
1.284	22.293	12	56
1.168	41.074	13	26
0.884	19.314	12	49
1.031	27.611	14	32
1.222	13.130	16	29
0.144	7.615	16	18
1.669	41.629	18	29
1.083	18.186	11	27
0.874	12.242	18	49
1.133	15.276	15	44
1.087	25.487	11	25
1.211	40.208	14	24
1.525	35.100	15	23
0.286	11.036	14	24
0.572	17.031	17	28
1.482	52.886	16	25
1.286	29.333	18	21
0.139	8.161	11	15
0.100	7.485	17	12
1.376	44.893	16	26
0.098	6.568	17	14
0.305	9.254	16	25
1.254	28.240	11	30
1.321	48.096	12	25
1.396	46.135	16	27
1.549	61.368	11	22
0.751	24.226	17	25
0.497	18.516	18	22
0.116	8.319	13	11
1.180	26.251	11	47
0.366	12.753	16	27
0.161	6.491	15	24
0.987	15.851	16	28
1.043	19.331	14	32
1.002	18.330	17	72
0.109	7.465	15	13
1.286	45.841	13	25
1.489	17.219	16	42
0.120	6.891	18	15
1.466	32.029	16	33
0.877	19.286	13	33
0.771	11.995	16	29
0.108	6.602	15	15
0.812	21.522	18	31
1.397	27.671	11	26
0.100	6.524	15	14
1.292	35.677	13	25
0.138	8.873	16	14
0.101	7.051	18	12
1.295	28.267	13	25
0.679	14.402	17	27
1.124	23.580	16	24
1.139	22.706	16	50
0.946	25.358	17	36
0.809	18.011	11	43
1.263	23.317	14	29
0.361	14.807	14	23
1.329	29.593	12	26
0.144	6.632	15	16
1.216	28.803	16	29
1.234	37.245	13	23
1.226	27.529	16	51
1.412	43.729	13	28
0.835	19.119	13	37
0.159	8.695	15	17
1.372	36.131	13	25
0.106	6.310	15	15
0.981	31.591	12	26
1.059	32.781	12	27
0.744	31.606	13	22
0.553	21.308	11	22
0.111	6.685	15	14
0.114	7.809	15	13
1.335	23.936	14	27
0.147	8.140	17	17
0.937	16.472	16	27
0.991	28.858	17	28
0.470	11.410	13	34
1.073	35.595	15	26
0.258	8.984	17	22
1.487	55.749	13	25
0.102	7.353	12	13
1.395	16.824	15	37
1.081	31.716	15	30
1.473	22.505	13	35
0.528	22.660	12	22
0.082	6.459	17	11
1.570	47.832	12	24
1.099	19.199	11	26
0.115	8.661	13	11
1.097	22.011	13	25
1.445	21.369	16	53
1.243	15.171	18	32
1.210	33.598	14	29
1.560	28.851	12	24
1.174	24.976	18	47
0.115	8.620	13	12
0.778	21.219	15	34
0.661	24.522	16	24
0.870	14.793	18	51
1.081	20.910	16	26
1.317	12.183	13	80
0.103	6.894	15	12
1.136	26.707	17	28
0.158	9.441	16	15
0.955	29.762	17	30
1.308	21.683	15	25
1.062	17.744	14	23
0.711	15.996	12	49
1.412	31.345	16	27
0.159	8.995	16	15
1.257	23.828	13	80
0.358	9.014	16	17
1.168	25.604	18	48
0.982	38.654	12	24
1.212	21.825	12	23
0.138	8.671	14	14
1.367	17.316	17	41
1.073	9.975	15	47
1.205	20.100	15	34
1.342	40.551	16	23
0.105	7.281	17	13
1.216	20.538	12	29
0.254	7.395	17	17
1.055	32.131	14	27
1.573	27.164	13	28
0.967	28.088	15	28
0.121	8.049	17	14
1.374	33.565	17	24
0.123	7.562	16	14
1.357	29.170	14	27
1.282	17.674	11	37
0.921	27.656	17	31
0.725	19.464	16	37
1.419	36.784	11	20
1.157	33.799	11	31
1.003	18.634	14	28
1.532	36.327	17	28
0.097	7.724	17	10
1.757	29.657	15	31
1.429	22.894	13	28
1.382	48.084	16	26
1.291	32.246	12	21
1.073	16.839	14	33
0.852	29.428	14	27
0.127	7.640	11	14
0.101	7.090	15	13
1.280	19.364	15	28
0.130	8.714	11	12
1.363	54.455	13	23
1.015	10.255	14	77
1.467	32.624	15	23
1.166	23.825	12	56
1.537	25.964	15	25
1.193	17.021	16	45
1.383	54.348	13	23
1.224	52.380	14	22
1.275	20.025	16	25
0.582	12.835	18	48
0.904	24.165	12	24
1.197	23.026	15	32
